"date";"open";"high";"close";"low";"volume";"price_change";"p_change";"ma5";"ma10";"ma20";"v_ma5";"v_ma10";"v_ma20"
"2018-11-08";7813.63;7823.6;7705.39;7692.34;191789360.0;-46.65;-0.6;7791.06;7620.811;7542.431;231387849.6;211553174.4;200668019.2
"2018-11-07";7783.13;7871.17;7752.04;7745.39;226640512.0;-39.21;-0.5;7763.54;7603.213;7533.366;240187065.6;211544577.6;202826932.8
"2018-11-06";7807.09;7807.09;7791.25;7701.51;210422864.0;-47.83;-0.61;7709.698;7582.52;7546.299;233754627.2;207197536.0;198459927.2
"2018-11-05";7831.82;7895.54;7839.08;7733.14;259786880.0;-28.46;-0.36;7626.494;7560.894;7559.056;229441587.2;208281968.0;194669879.2
"2018-11-02";7763.49;7867.54;7867.54;7709.44;268299632.0;299.75;3.96;7523.126;7551.868;7570.143;208507027.2;208091572.8;189910051.2
"2018-11-01";7568.2;7689.57;7567.79;7558.4;235785440.0;84.96;1.14;7450.562;7503.888;7596.821;191718499.2;199741043.2;184270838.4
"2018-10-31";7385.98;7526.6;7482.83;7373.75;194478320.0;107.6;1.46;7442.886;7465.858;7635.169;182902089.6;192407833.6;182049348.0
"2018-10-30";7271.96;7451.66;7375.23;7189.35;188857664.0;52.99;0.72;7455.342;7454.096;7682.054;180640444.8;190090016.0;181470290.4
"2018-10-29";7449.64;7450.38;7322.24;7290.82;155114080.0;-182.48;-2.43;7495.294;7446.471;7730.962;187122348.8;186970755.2;179525913.6
"2018-10-26";7582.77;7621.38;7504.72;7476.13;184356992.0;-24.69;-0.33;7580.61;7458.695;7785.309;207676118.4;187210136.0;181649916.0
"2018-10-25";7334.52;7543.11;7529.41;7305.77;191703392.0;-15.7;-0.21;7557.214;7464.051;7821.767;207763587.2;189782864.0;181322416.0
"2018-10-24";7531.6;7653.24;7545.11;7484.63;183170096.0;-29.88;-0.39;7488.83;7463.519;7857.703;201913577.6;194109288.0;181763735.2
"2018-10-23";7752.18;7769.52;7574.99;7523.07;221267184.0;-173.83;-2.24;7452.85;7510.077;7887.108;199539587.2;189722318.4;180632338.4
"2018-10-22";7464.92;7816.82;7748.82;7464.92;257882928.0;361.08;4.89;7397.648;7557.217;7908.326;186819161.6;181057790.4;176665846.4
"2018-10-19";7097.04;7390.92;7387.74;7084.44;184794336.0;200.25;2.79;7336.78;7588.418;7926.579;166744153.6;171728529.6;171772211.2
"2018-10-18";7309.0;7316.19;7187.49;7182.39;162453344.0;-177.72;-2.41;7370.888;7689.753;7965.38;171802140.8;168800633.6;170333592.0
"2018-10-17";7390.69;7419.21;7365.21;7206.34;171300144.0;66.23;0.91;7438.208;7804.479;8011.564;186304998.4;171690862.4;168614729.6
"2018-10-16";7444.94;7493.15;7298.98;7263.29;157665056.0;-145.5;-1.95;7567.304;7910.012;8051.708;179905049.6;172850564.8;166847452.0
"2018-10-15";7571.71;7622.03;7444.48;7430.96;157507888.0;-113.8;-1.51;7716.786;8015.452;8094.684;175296419.2;172081072.0;166734908.0
"2018-10-12";7484.86;7595.93;7558.28;7331.81;210084272.0;34.19;0.45;7840.056;8111.922;8138.578;176712905.6;176089696.0;166876866.4
"2018-10-11";7753.03;7803.29;7524.09;7481.89;234967632.0;-486.6;-6.07;8008.618;8179.483;8176.872;165799126.4;172861968.0;163595125.6
"2018-10-10";8062.46;8090.22;8010.69;7952.13;139300400.0;-35.7;-0.44;8170.75;8251.886;8220.793;157076726.4;169418182.4;160162439.2
"2018-10-09";8083.23;8132.15;8046.39;8013.19;134621904.0;-14.44;-0.18;8252.72;8264.139;8247.98;165796080.0;171542358.4;161267778.4
"2018-10-08";8225.84;8249.39;8060.83;8055.98;164590320.0;-340.26;-4.05;8314.118;8259.435;8268.438;168865724.8;172273902.4;161802134.4
"2018-09-28";8351.63;8405.98;8401.09;8317.48;155515376.0;66.34;0.8;8383.788;8264.74;8288.67;175466486.4;171815892.8;160518092.8
"2018-09-27";8411.18;8434.87;8334.75;8331.78;191355632.0;-85.79;-1.02;8350.348;8241.007;8296.256;179924809.6;171866550.4;160611147.2
"2018-09-26";8369.52;8485.68;8420.54;8344.72;182897168.0;67.16;0.8;8333.022;8218.648;8313.431;181759638.4;165538596.8;158760968.8
"2018-09-25";8336.75;8390.65;8353.38;8311.93;149970128.0;-55.8;-0.66;8275.558;8193.404;8329.092;177288636.8;160844339.2;157744912.0
"2018-09-21";8258.02;8419.47;8409.18;8216.68;197594128.0;175.29;2.13;8204.752;8173.915;8347.851;175682080.0;161388744.0;159168213.6
"2018-09-20";8241.7;8295.13;8233.89;8218.38;177806992.0;-14.23;-0.17;8145.692;8165.233;8351.629;168165299.2;157664036.8;156314500.8
"2018-09-19";8111.24;8313.62;8248.12;8097.23;200529776.0;114.9;1.41;8131.666;8174.26;8365.004;163808291.2;154328283.2;154430405.6
"2018-09-18";7970.45;8133.9;8133.22;7958.52;160542160.0;133.87;1.67;8104.274;8189.699;8375.335;149317555.2;150906696.0;151075227.6
"2018-09-17";8068.06;8074.79;7999.35;7977.44;141937344.0;-114.53;-1.41;8111.25;8231.821;8396.127;144400041.6;150993198.4;150473814.0
"2018-09-14";8173.56;8180.7;8113.88;8090.4;160010224.0;-49.88;-0.61;8143.078;8277.441;8416.867;147095408.0;151330366.4;150868933.2
"2018-09-13";8196.21;8227.2;8163.76;8038.12;156021952.0;52.6;0.65;8184.774;8312.6;8429.025;147162774.4;149220292.8;150505768.4
"2018-09-12";8162.17;8196.86;8111.16;8095.01;128076096.0;-56.94;-0.7;8216.854;8351.504;8445.858;144848275.2;149355744.0;150559942.0
"2018-09-11";8155.95;8216.62;8168.1;8112.0;135954592.0;9.61;0.12;8275.124;8408.214;8469.359;152495836.8;151983340.8;152327756.4
"2018-09-10";8310.46;8311.91;8158.49;8155.35;155414176.0;-163.87;-1.97;8352.392;8464.779;8500.199;157586355.2;154645484.8;153136511.6
"2018-09-07";8344.57;8462.39;8322.36;8270.4;160347056.0;-1.8;-0.02;8411.804;8521.786;8534.518;155565324.8;156947683.2;153413490.8
"2018-09-06";8369.3;8450.89;8324.16;8295.48;144449456.0;-78.35;-0.93;8440.426;8538.024;8559.074;151277811.2;154964964.8;153378390.0
"2018-09-05";8519.57;8536.84;8402.51;8402.51;166313904.0;-151.93;-1.78;8486.154;8555.747;8580.476;153863212.8;154532528.0;156148777.2
"2018-09-04";8454.14;8573.2;8554.44;8420.88;161407184.0;98.89;1.17;8541.304;8560.971;8585.312;151470844.8;151243759.2;156417757.2
"2018-09-03";8440.95;8459.95;8455.55;8344.93;145309024.0;-9.92;-0.12;8577.166;8560.433;8591.291;151704614.4;149954429.6;156943601.2
"2018-08-31";8509.27;8536.06;8465.47;8425.35;138909488.0;-87.33;-1.02;8631.768;8556.293;8589.656;158330041.6;150407500.0;157635766.8
"2018-08-30";8666.9;8701.04;8552.8;8543.79;157376464.0;-125.46;-1.45;8635.622;8545.45;8596.488;158652118.4;151791244.0;158332462.0
"2018-08-29";8716.82;8724.81;8678.26;8649.73;154352064.0;-55.49;-0.64;8625.34;8540.212;8607.876;155201843.2;151764140.0;161019196.4
"2018-08-28";8731.64;8758.71;8733.75;8693.52;162576032.0;5.19;0.06;8580.638;8530.504;8624.232;151016673.6;152672172.0;161964819.6
"2018-08-27";8511.37;8728.56;8728.56;8511.37;178436160.0;243.82;2.87;8543.7;8535.619;8646.483;148204244.8;151627538.4;161235573.2
"2018-08-24";8480.22;8544.25;8484.74;8438.08;140519872.0;-16.65;-0.2;8480.818;8547.249;8669.152;142484958.4;149879298.4;161231619.6
"2018-08-23";8446.98;8543.42;8501.39;8411.74;140125088.0;46.64;0.55;8455.278;8580.124;8709.712;144930369.6;151791815.2;163652363.6
"2018-08-22";8533.43;8533.43;8454.75;8440.58;133426216.0;-94.31;-1.1;8455.084;8605.205;8752.255;148326436.8;157765026.4;168103042.8
"2018-08-21";8419.79;8561.79;8549.06;8396.58;148513888.0;134.91;1.6;8480.37;8609.652;8802.705;154327670.4;161591755.2;172089079.2
"2018-08-20";8355.0;8414.15;8414.15;8241.14;149839728.0;57.11;0.68;8527.538;8622.149;8848.542;155050832.0;163932772.8;176897016.8
"2018-08-17";8573.57;8597.79;8357.04;8341.1;152746928.0;-143.38;-1.69;8613.68;8623.018;8893.55;157273638.4;164864033.6;179395486.4
"2018-08-16";8470.91;8628.91;8500.42;8408.0;157105424.0;-80.76;-0.94;8704.97;8647.526;8938.272;158653260.8;164873680.0;180254664.0
"2018-08-15";8786.35;8786.35;8581.18;8567.23;163432384.0;-203.72;-2.32;8755.326;8675.54;8970.69;167203616.0;170274252.8;180480410.4
"2018-08-14";8832.27;8843.57;8784.9;8752.76;152129696.0;-59.96;-0.68;8738.934;8717.959;9001.393;168855840.0;171257467.2;181071620.0
"2018-08-13";8712.12;8855.62;8844.86;8676.21;160953760.0;31.37;0.36;8716.76;8757.347;9026.406;172814713.6;170843608.0;181426752.0
"2018-08-10";8752.94;8839.29;8813.49;8742.4;159645040.0;61.29;0.7;8632.356;8791.055;9050.031;172454428.8;172583940.8;181714412.0
"2018-08-09";8475.79;8797.58;8752.2;8460.43;199857200.0;252.98;2.98;8590.082;8839.299;9075.705;171094099.2;175512912.0;183053780.8
"2018-08-08";8654.55;8665.39;8499.22;8498.21;171693504.0;-174.81;-2.02;8595.754;8899.304;9101.775;173344889.6;178441059.2;183623498.4
"2018-08-07";8453.55;8674.03;8674.03;8379.7;171924064.0;251.19;2.98;8696.984;8995.758;9128.005;173659094.4;182586403.2;183977149.6
"2018-08-06";8582.43;8638.37;8422.84;8374.4;159152336.0;-179.28;-2.08;8797.934;9074.935;9154.575;168872502.4;189861260.8;183545974.4
"2018-08-03";8767.56;8807.95;8602.12;8602.12;152843392.0;-178.44;-2.03;8949.754;9164.081;9191.464;172713452.8;193926939.2;183672812.0
"2018-08-02";8971.71;8971.71;8780.56;8613.84;211111152.0;-224.81;-2.5;9088.516;9229.017;9206.925;179931724.8;195635648.0;185333792.0
"2018-08-01";9205.75;9235.74;9005.37;9005.37;173264528.0;-173.41;-1.89;9202.854;9265.839;9211.006;183537228.8;190686568.0;182945545.6
"2018-07-31";9168.83;9216.73;9178.78;9132.08;147991104.0;-3.16;-0.03;9294.532;9284.826;9212.512;191513712.0;190885772.8;182826892.0
"2018-07-30";9289.36;9309.44;9181.94;9139.74;178357088.0;-113.99;-1.23;9351.936;9295.464;9214.65;210850019.2;192009896.0;185089821.6
"2018-07-27";9344.75;9363.17;9295.93;9270.35;188934752.0;-56.32;-0.6;9378.408;9309.006;9214.543;215140425.6;190844883.2;185213949.6
"2018-07-26";9467.56;9488.39;9352.25;9331.45;229138672.0;-111.51;-1.18;9369.518;9312.11;9218.72;211339571.2;190594649.6;184789066.4
"2018-07-25";9475.72;9514.94;9463.76;9436.99;213146944.0;-2.04;-0.02;9328.824;9304.246;9204.694;197835907.2;188805937.6;180972143.2
"2018-07-24";9316.65;9491.24;9465.8;9313.17;244672640.0;151.5;1.63;9275.12;9260.252;9189.939;190257833.6;185367896.0;178226829.6
"2018-07-23";9188.47;9314.3;9314.3;9160.05;199809120.0;62.82;0.68;9238.992;9234.215;9183.618;173169772.8;177230688.0;174159823.2
"2018-07-20";9141.51;9277.95;9251.48;9055.86;169930480.0;102.7;1.12;9239.604;9218.847;9184.144;166549340.8;173418684.8;171670438.4
"2018-07-19";9214.9;9266.93;9148.78;9116.45;161620352.0;-46.46;-0.51;9254.702;9184.833;9192.068;169849728.0;175031936.0;170799391.2
"2018-07-18";9293.2;9335.09;9195.24;9195.24;175256576.0;-89.92;-0.97;9279.668;9156.173;9200.463;179775968.0;175204523.2;171385252.8
"2018-07-17";9307.66;9307.66;9285.16;9175.66;159232336.0;-32.2;-0.35;9245.384;9140.198;9215.768;180477958.4;174768011.2;171121152.0
"2018-07-16";9322.97;9366.21;9317.36;9278.07;166706960.0;-9.61;-0.1;9229.438;9133.836;9222.248;181291603.2;178169747.2;173870168.8
"2018-07-13";9288.47;9344.65;9326.97;9270.2;186432416.0;53.36;0.57;9198.09;9120.08;9253.536;180288028.8;179583016.0;173533042.4
"2018-07-12";9019.96;9312.37;9273.61;9019.96;211251552.0;249.79;2.77;9114.964;9125.33;9291.397;180214144.0;178983483.2;170747467.6
"2018-07-11";9024.72;9092.88;9023.82;8916.98;178766528.0;-181.61;-1.97;9032.678;9105.142;9335.799;170633078.4;173138348.8;167327471.6
"2018-07-10";9176.29;9213.87;9205.43;9123.22;163300560.0;44.81;0.49;9035.012;9119.626;9400.372;169058064.0;171085763.2;165517556.4
"2018-07-09";8954.31;9160.62;9160.62;8954.31;161689088.0;249.28;2.8;9038.234;9133.02;9448.868;175047891.2;171088958.4;163913795.6
"2018-07-06";8873.9;9035.45;8911.34;8736.36;186062992.0;49.16;0.56;9042.07;9149.441;9501.113;178878003.2;169922192.0;163415703.6
